supuesto_id,pregunta,opcion_a,opcion_b,opcion_c,opcion_d
4,"124.- Si el recurrente desiste del recurso contencioso-administrativo interpuesto, las
demás partes prestan su conformidad al desistimiento o no se oponen a él, y no se
apreciare daño para el interés público: Art. 74.3","El Letrado de la Administración de Justicia dictará decreto en el que declarará
terminado el procedimiento, ordenando el archivo de los autos.","El Juez o Tribunal dictará auto en el que declarará terminado el procedimiento y
ordenará el archivo del recurso de los autos.","El Letrado de la Administración de Justicia dará cuenta al Juez o Tribunal para que
resuelva lo que proceda.","El Juez o Tribunal dictará sentencia ajustada a Derecho.

© preparadordanieldortaegmail.com © Edanieldortajusticia º Daniel Dorta Justicia

ºÍº DANIEL DORTA

PREPARADOR DE OPOSICIONES"
5,"1.- Abierto el juicio oral, el Letrado de la Administración emplazará al acusado para: Art. 784.1",Comparecer en la causa con Abogado que le defienda y Procurador que le represente.,Comparecer en la causa con Abogado que le represente y Procurador que le defienda.,Comparecer en la causa con Abogado que le defienda en el plazo de cinco días.,"Comparecer en la causa con Abogado que le defienda y prestar fianza en cuanto a la
responsabilidad civil fijada en el auto en el plazo de tres días."
5,"2.- Contra el auto de la pregunta anterior, A.P.C. podrá interponer recurso, ¿de qué tipo y en qué
plazo? Art. 783.3",Recurso de apelación en un solo efecto en el plazo de cinco días.,Recurso de apelación en ambos efectos en el plazo de cinco días.,No cabe recurso alguno.,"No se dará recurso alguno, excepto en lo relativo a la situación personal, pudiendo el acusado
reproducir ante el órgano de enjuiciamiento las peticiones no atendidas."
5,"3.- Respecto de la diligencia de incautación de los dispositivos informáticos a A.P.C en el registro
domiciliario, ¿qué condición establece el artículo 588 sexies de la Lecrim respecto de la
autorización judicial que garantiza la práctica de un registro domiciliario y la aprehensión de los
dispositivos informáticos? Art. 588 sexies A","Que la diligencia de registro domiciliario legitima el acceso al contenido de los dispositivos
informáticos que se incauten en él.","Que la diligencia de registro domiciliario no legitima el acceso al contenido de los dispositivos
informáticos que se incauten en él","Que la diligencia de registro domiciliario legitima el acceso al contenido de los dispositivos
informáticos que se incauten en él, sin perjuicio de que dicho acceso pueda ser autorizado por el
juez competente.","Que la diligencia de registro domiciliario se llevará a cabo con la presencia del Juez o Magistrado
en servicio de guardia."
5,"4.- En el procedimiento abreviado se atribuye a la Policía Judicial una serie de reglas de
intervención específicas recogidas en el artículo 769 y 770 de la Lecrim. ¿Cuál de las siguientes no
está comprendida específicamente en los citados preceptos? Art 770 y 282 bis 1","Requerir la presencia de cualquier facultativo para prestar, si fuera necesario, los oportunos
auxilios al ofendido.","Recoger y custodiar en todo caso los efectos, instrumentos o pruebas del delito de cuya
desaparición hubiere peligro.","Intervenir un vehículo a motor y retener el permiso de circulación del mismo y el permiso de
conducir de la persona a la que se impute el hecho.","Actuar bajo identidad supuesta y adquirir y transportar objetos, efectos o instrumentos del
delito."
5,"5.- ¿Cómo se denomina, la fase o etapa anterior a la preparación del juicio oral, recogida en el
capítulo III, del Título II del Libro IV de la LECrim? Art. 774",Diligencias urgentes.,De la instrucción.,Del sumario.,"Diligencias previas

© preparadordanieldortaegmail.com © Edanieldortajusticia º Daniel Dorta Justicia
2

ºÍº DANIEL DORTA

PREPARADOR DE OPOSICIONES"
5,14.3,"Privativa de libertad no superior a cinco años, o bien con cualesquiera otras penas de distinta
naturaleza, bien sean únicas, conjuntas o alternativas, cualquiera que sea su cuantía o duración.","Privativa de libertad no superior a cinco años, o pena de multa cualquiera que sea su cuantía, o
cualquiera otras de distinta naturaleza siempre que su duración no exceda de diez años.","Privativa de libertad no superior a nueve años, o bien con cualesquiera otras penas de distinta
naturaleza, bien sean únicas, conjuntas o alternativas, cualquiera que sea su cuantía o duración.","Privativa de libertad no superior a nueve años, o pena de multa cualquiera que sea su cuantía, o
cualquiera otras de distinta naturaleza siempre que su duración no exceda de diez años."
5,"7.- En el procedimiento abreviado penal, la ausencia injustificada de la persona acusada que
hubiera sido citada personalmente, o en el domicilio o en la persona a que se refiere el artículo
775, no será causa de suspensión del juicio oral si el juez, la jueza o el tribunal, a solicitud del
Ministerio Fiscal o de la parte acusadora, y oída la defensa, estima que existen elementos
suficientes para el enjuiciamiento. En ese caso, ¿qué requisito, de los siguientes, debe concurrir,
según el artículo 787 de la Lecrim? Art. 787",Que la pena más grave solicitada no exceda de tres años de privación de libertad.,Que no exceda de seis años si se trata de pena de distinta naturaleza.,Que se trate de pena de multa de hasta seis mil euros.,"Que, en todo caso, tratándose de penas privativas de libertad, la suma total de las penas
solicitadas no exceda de dos años."
5,785.1,Preliminar.,Previa.,Preparatoria.,Probatoria.
5,"9.- El juez, jueza o tribunal resolverá de forma oral sobre las cuestiones planteadas en la audiencia
de la pregunta anterior, salvo que, por la complejidad de las cuestiones planteadas, hubiera de
serlo por escrito, en cuyo caso el auto habrá de ser dictado en el plazo: Art. 785.3",Tres días.,Cinco días.,Diez días.,"Quince días.

© preparadordanieldortaegmail.com © Edanieldortajusticia º Daniel Dorta Justicia
3

ºÍº DANIEL DORTA

PREPARADOR DE OPOSICIONES"
5,"10.- Contra la resolución mencionada en las preguntas anteriores, no cabrá recurso alguno, sin
perjuicio de la pertinente protesta y de que la cuestión pueda ser reproducida, en su caso, en el
recurso frente a la sentencia, ¿salvo en que supuesto?, en cuyo caso será susceptible de recurso de
apelación: Art. 785.3",Que dicha resolución inadmita medios de prueba para el juicio oral.,Que dicha resolución ponga fin al procedimiento.,Que se desestime un artículo de previo pronunciamiento.,Que se admite una causa de suspensión del juicio oral.
5,"11.- ¿Hasta qué momento procesal puede la defensa de A.P.C. pedir al juez, jueza o tribunal que
proceda a dictar sentencia de conformidad? Art. 787 ter",Antes de quedar el juicio concluso para dictar sentencia.,Antes de iniciarse la práctica de la prueba.,"Antes de que se ratifiquen o modifiquen las conclusiones de los escritos inicialmente
presentados antes del juicio oral.",No cabe sentencia de conformidad en este supuesto.
5,"12.- En caso de que el juez decida acordar una medida privativa de libertad para A.P.C, ¿dónde se
dictará la resolución que contendrá la aplicación de esta medida? Art. 763",En pieza separada.,Por auto en el procedimiento abreviado.,En la sentencia.,"El procedimiento abreviado no regula esta cuestión. Rige la norma supletoria del sumario en el
procedimiento ordinario."
5,"13.- El juicio oral abierto contra A.P.C., ¿cómo comenzará? Art. 787.2",Con la lectura de los escritos de acusación y defensa.,Con la propuesta de la práctica de pruebas.,Con la lectura del escrito de acusación por el Presidente del Tribunal.,"Con la incorporación de informes, certificaciones y otros documentos."
5,"14.- En el desarrollo del juicio oral, ¿se podrá proponer practica de prueba? Art. 787.3","No, en ningún caso.","Aquellas de las que las partes no hubieran tenido conocimiento al momento de celebrar la
comparecencia prevista en el artículo 785 de la Ley de Enjuiciamiento Criminal.","No, únicamente podrá solicitarse la incorporación de informes, certificaciones y otros
documentos como establece el artículo 785 de la Ley de Enjuiciamiento Criminal.","Sí, en todo caso."
5,15.- ¿Cómo se dictará entonces sentencia de conformidad? Art. 787.6 ter,"No cabe sentencia de conformidad en el procedimiento entre A.P.C. e |.S.D. por tratarse de un
delito contra el patrimonio y el orden socioeconómico regulado en los artículos 248 y 249 del
Código Penal.","Se dictará oralmente en el acto de la comparecencia, sin perjuicio de su declaración de firmeza.","Se dictará oralmente y documentará conforme al artículo 789, sin perjuicio de su ulterior
redacción.","Se dictará oralmente y documentará conforme al artículo 879, sin perjuicio de su ulterior
redacción.

© preparadordanieldortaegmail.com © Edanieldortajusticia º Daniel Dorta Justicia
4

ºÍº DANIEL DORTA

PREPARADOR DE OPOSICIONES"
5,"16.- En el momento procesal oportuno, la práctica de la prueba se practicará: Art. 788.1",En unidad de acto en el juicio oral.,Concentradamente.,En sesiones consecutivas hasta el límite legal.,Sucesivamente.
5,"17.- En relación con la pregunta anterior, ¿podrá el Juez o Tribunal acordar la suspensión o
aplazamiento de la sesión de práctica de prueba? Art. 788.1","Excepcionalmente, hasta el límite máximo de treinta días.","Hasta el límite máximo de diez días, de conformidad con lo preceptuado en el artículo 788.","Durante treinta días, en los supuestos del artículo 746, sin que se conserven los actos realizados.","Excepcionalmente, hasta el límite máximo de quince días."
5,18.- Terminada la práctica de la prueba: Art. 788.4,"El juez, jueza o tribunal requerirá a la acusación para que manifieste si se ratifica o modifica la
conclusión del escrito inicialmente presentado y, sucesivamente, a la defensa. En caso de
modificación, esta deberá presentarse por escrito en el plazo improrrogable de cinco días.","El juez, jueza o tribunal requerirá a las partes personadas para que expongan oralmente, o en el
plazo de cinco días mediante escrito, lo que estimen procedente sobre la valoración de la prueba y
la calificación jurídica de los hechos.","El Juez o Presidente podrá solicitar del Ministerio Fiscal y de los letrados un mayor
esclarecimiento de hechos concretos de la prueba y la valoración jurídica de los hechos,
sometiéndoles a debate una o varias preguntas sobre puntos determinados.","El Juez o Presidente del Tribunal requerirá a la acusación y a la defensa para que manifiesten si
ratifican o modifican las conclusiones de los escritos inicialmente presentados y para que
expongan oralmente cuanto estimen procedente sobre la valoración de la prueba y la calificación
jurídica de los hechos, sin perjuicio de su ulterior presentación mediante escrito."
5,"19.- Si finalmente la representación procesal de .S.D cambia la tipificación pena de los hechos,
¿qué podrá considerar el Juez o Tribunal en la sesión de la práctica de la prueba? Art. 788.5","Tras la exposición oral de A.P.C., como defensa, el Juez o Tribunal resolverá sin más trámites.","Un aplazamiento de la sesión, hasta el límite de diez días, a petición de la defensa.","Un aplazamiento de la sesión, hasta el límite de cinco días, a petición de la defensa.","Un aplazamiento de la sesión, hasta el límite de treinta días, a petición de la defensa.

© preparadordanieldortaegmail.com © Edanieldortajusticia º Daniel Dorta Justicia
5

ºÍº DANIEL DORTA

PREPARADOR DE OPOSICIONES"
5,"20.- ¿En qué plazo se dictará la sentencia que pondrá fin al procedimiento del supuesto y qué pena
se impondrá, según lo estipulado en el artículo 789 de la Ley de Enjuiciamiento Civil? Art. 789.1 y 3","Dentro de los cinco días siguientes a la finalización del juicio oral y no podrá imponer pena más
grave de la solicitada por las acusaciones, ni condenar por delito distinto, salvo que éste conlleve
una diversidad de bien jurídico protegido o mutación sustancial del hecho enjuiciado.","Dentro de los cinco días siguientes a la finalización del juicio oral, salvo que alguna de las
acusaciones haya asumido el planteamiento previamente expuesto por el Juez o Tribunal dentro
del trámite previsto en el párrafo segundo del artículo 788.3.","Dentro de los diez días siguientes a la finalización del juicio oral y no podrá imponer pena más
grave de la solicitada por el Ministerio Fiscal, salvo que alguna de las acusaciones haya asumido el
planteamiento previamente expuesto por el Juez o Tribunal dentro del trámite previsto en el
párrafo segundo del artículo 788.3.","Dentro de los cinco días siguientes a la finalización del juicio oral y no podrá imponer pena
más grave de la solicitada por las acusaciones, ni condenar por delito distinto cuando éste
conlleve una diversidad de bien jurídico protegido o mutación sustancial del hecho enjuiciado."
5,"21.- Dictada la sentencia, el Letrado de la Administración de Justicia, ¿a quién notificará la
resolución? Art. 789.4","Los ofendidos y perjudicados por el delito que no se hayan mostrado parte en la causa podrán
solicitar que se les notifique la resolución.","Por escrito a los ofendidos y perjudicados por el delito, aunque no se hayan mostrado parte
en la causa.","Oralmente a los ofendidos y perjudicados por el delito, aunque no se hayan mostrado parte en
la causa.","A los ofendidos y perjudicados por el delito, así como a la acusación y al Ministerio Fiscal."
5,"22.- En caso de que se falle en la sentencia en contra de A.P.C., ¿en qué plazo se dictará la
sentencia de apelación de formular recurso la acusación? Art. 792.1","La sentencia de apelación se dictará dentro de los cinco días siguientes a la vista oral, o dentro
de los diez días siguientes a la recepción de las actuaciones por la Audiencia.",Dentro de los cinco días siguientes a la finalización del juicio oral.,"Dentro de los cinco días siguientes a la recepción de las actuaciones por la Audiencia cuando no
hubiere resultado procedente celebración de vista oral.","La sentencia de apelación se dictará dentro de los cinco días siguientes a la recepción de las
actuaciones por la Audiencia.

© preparadordanieldortaegmail.com © Edanieldortajusticia º Daniel Dorta Justicia
6"
6,"125.- En el presente caso, ¿quién ha de realizar la citación al denunciante y al
denunciado para el acto del juicio? DELITO LEVE Art. 964.2 b) NUEVA",La Policía Judicial.,El Ministerio Fiscal.,El Juzgado de Primera Instancia e Instrucción N£ 1 de Mahón.,El Juzgado de lo Penal de Mahón.
6,964.2 b),En el Juzgado de lo Penal de Mahón.,"En el Juzgado de Primera Instancia e Instrucción N2 1 de Mahón si el juez estima su
competencia.",En un plazo no superior a diez días.,"En un plazo superior a siete días si el denunciado reside fuera de la demarcación del
Juzgado.

© preparadordanieldortaegmail.com Edanieldortajusticia º Daniel Dorta Justicia

1


ºÍº DANIEL DORTA

PREPARADOR DE OPOSICIONES"
6,"127.- La ausencia injustificada de la Sra. Sancho Montero al acto del Juicio, de
conformidad con lo establecido en el artículo 971 de la Ley de Enjuiciamiento Criminal:
DELITO LEVE. Art. 971",Suspenderá la celebración del mismo si el Juez considera necesario su declaración.,Nunca suspenderá la celebración del mismo.,"Nunca suspenderá la celebración del mismo, si consta citada legalmente.","Suspenderá la celebración del mismo si el Ministerio Fiscal considera necesario su
declaración."
6,"128.- La celebración del acto de la vista registrada en soporte apto para la grabación y
reproducción del sonido y la imagen: DELITO LEVE Art. 972 y 743.2","En todo caso, requerirá la presencia en la sala del letrado de la Administración de
Justicia del Juzgado de Primera Instancia e Instrucción N* 1 de Mahón.","En ningún caso, requerirá la presencia en la sala del letrado de la Administración de
Justicia del Juzgado de Primera Instancia e Instrucción N£ 1 de Mahón.","No requerirá la presencia en la sala del letrado de la Administración de Justicia, salvo
que lo hubieran solicitado las partes, al menos un día antes de la celebración de la
vista.","Requerirá la presencia en la sala del letrado de la Admi
se considera necesario por este.

stración de Justicia si así"
6,"129.- Los hechos que constan en el atestado policial presentan los caracteres de un
delito leve de estafa por lo que procede incoar procedimiento de juicio sobre delitos
leves, conforme a lo ordenado en: Libro VI LECrim NUEVA PURA",Libro III del Código Penal.,Libro VI del Código Penal.,Libro III de la Ley de Enjuiciamiento Criminal.,Libro VI de la Ley de Enjuiciamiento Criminal.
6,"130.- En caso de que el juicio oral no pueda concluirse en un solo acto, se señalará por
su continuación conforme a lo dispuesto en el artículo 968 de la Ley de Enjuiciamiento
Criminal: DELITO LEVE. Art. 968",Dentro de los diez días siguientes.,Al día hábil siguiente.,El día más inmediato posible.,Debe concluir en el día señalado.
6,"131.- Conforme a lo dispuesto en el art. 790 LECrim, contra la sentencia dictada en
este supuesto cabe: DELITO LEVE. Art. 976.2 y 790.1",Recurso de Apelación ante la Audiencia Provincial de Palma de Mallorca.,Recurso de Apelación ante la Audiencia Provincial de Menorca.,"Recurso de Apelación ante el Juzgado de Primera Instancia e Instrucción N* 1 de
Mahón.","No cabe recurso alguno.

© preparadordanieldortaegmail.com © Edanieldortajusticia º Daniel Dorta Justicia
2

ºÍº DANIEL DORTA

PREPARADOR DE OPOSICIONES"
6,"132.- La sentencia dictada en segunda instancia se notificará al Sr. Burgos Monasterio:
DELITO LEVE. Art. 976.3",Sí.,"No, al no haber impugnado la sentencia.",Únicamente en el supuesto de haberse mostrado parte en el procedimiento.,No procede dictar sentencia en segunda instancia.
6,"133.- El plazo para impugnar la sentencia dictada por el Juzgado de Primera Instancia e
Instrucción N2 1 de Mahón es de: DELITO LEVE Art. 976.1",Tres días.,Cinco días.,Diez días.,No cabe recurso alguno.
6,"134.- En el supuesto que Don Florencio Burgos Monasterio hubiere solicitado que los
actos de comunicación se le realizaran por medios electrónicos, estos se entenderán
realizados: LEC. ACTOS COMUNICACIÓN Art. 162.3",El día siguiente hábil a la fecha de recepción.,"El día siguiente hábil a la fecha de recepción, si fue remitido con posterioridad a las
15:00 horas.","El día siguiente hábil a la fecha de recepción, si fue remitido con anterioridad a las
15:00 horas.","Si una vez remitidos transcurrieran tres días sin que el Señor Burgos Monasterio
acceda a su contenido."
6,"135.- En el caso que la Sra. Sancho Montero no alegara justa causa de su
incomparecencia: DELITO LEVE. Art. 967.2",Podrá ser sancionada con multa de 200 a 2000 euros.,Será sancionada con multa de 200 a 2000 euros.,Podrá ser sancionada con multa de 200 a 5000 euros.,Será sancionada con multa de 200 a 5000 euros.
6,"136.- Conforme a lo establecido en el artículo 970 de la Ley de Enjuiciamiento Criminal,
no tendrá obligación de concurrir al acto del juicio, pudiendo dirigir al Juez escrito de
alegaciones: DELITO LEVE. Art. 970",La Sra. Sancho Montero.,El Sr. Burgos Monasterio.,Tanto el denunciante como el denunciado.,Ni el denunciante ni el denunciado.
6,"137.- Firme la sentencia condenatoria se procederá a su ejecución: EJECUCIÓN Art.
988",A instancia de la Sra. Sancho Montero.,A instancia del Sr. Burgos Monasterio.,A instancia del Ministerio Público.,"De oficio por el Juez competente.

© preparadordanieldortaegmail.com © Edanieldortajusticia º Daniel Dorta Justicia
3

ºÍº DANIEL DORTA

PREPARADOR DE OPOSICIONES"
6,"138.- En el supuesto de que una de las partes hubiera otorgado su representación a un
procurador, la notificación de la sentencia a dicho profesional se tendrá por realizada:
LEC. ACTOS COMUNICACIÓN Art. 151.2",El día siguiente hábil a la fecha de recepción.,El día siguiente a la fecha de recepción.,"El día siguiente hábil a la fecha de recepción, si fue remitido con posterioridad a las

15:00 horas.","El día de la recepción, si fue remitido con anterioridad a las 15:00 horas."
6,"139.- En el supuesto de que la Sra. Sancho Montero hubiere otorgado su
representación a un abogado y este no accede al contenido de la notificación de la
sentencia, el acto de comunicación se tendrá por efectuado: LEC. ACTOS DE
COMUNICACIÓN Art. 162.2 NULA",El día siguiente hábil a la fecha de recepción.,"El día siguiente hábil a la fecha de recepción, si fue remitido con posterioridad a las
15:00 horas.",Transcurridos tres días.,Solamente puede otorgar su representación a un procurador.
6,"140.- Si al Sr. Burgos Monasterio, por el Juez de Instrucción, se le solicita que designe
un correo electrónico donde remitirle los actos de comunicación: DELITO LEVE. Art.
966 NUEVA",Está obligado a facilitarlo.,No está obligado a facilitarlo.,Las notificaciones le serán remitidas en cualquier caso por correo ordinario.,Las notificaciones le serán remitidas en cualquier caso por Lexnet.
6,"141.- En la citación a juicio que se efectúe al Sr. Burgos Monasterio, conforme a lo
dispuesto en el artículo 967 de la Ley de Enjuiciamiento Criminal, se le informará de
que puede ser: DELITO LEVE. Art. 967.1",Asistido por Abogado.,Representado por Abogado.,Asistido y representado por Abogado.,Representado por Procurador.
6,"142.- En el presente caso y conforme a lo dispuesto en el artículo 969 de la Ley de
Enjuiciamiento Criminal, ¿quién hablará el último, una vez practicada la prueba en el
acto del juicio oral, en apoyo de su pretensión? DELITO LEVE Art. 969.1",El fiscal.,El Sr. Burgos Monasterio.,La Sra. Sancho Montero.,"El letrado de la defensa.

© preparadordanieldortaegmail.com © Edanieldortajusticia º Daniel Dorta Justicia
4

ºÍº DANIEL DORTA

PREPARADOR DE OPOSICIONES"
6,"143.- En ejecución de sentencia de conformidad con lo dispuesto en el artículo 605 de
la Ley 1/2000, de Enjuiciamiento Civil, son bienes absolutamente inembargables: LEC.
EMBARGO. Art. 605 3%",Los bienes sacros.,El menaje de la casa.,"El salario que no exceda de la cuantía señalada para el salario mínimo
interprofesional.","Los bienes que carezcan, por sí solos, de contenido patrimonial."
6,"144.- Para poder denunciar la nulidad de un embargo conforme a lo dispuesto en el
artículo 609 de la Ley 1/2000, de Enjuiciamiento Civil: LEC. EMBARGO Art. 609",Debe de hacerse mediante los recursos ordinarios si el ejecutado no está personado.,Por simple comparecencia si el ejecutado no está personado.,Por simple comparecencia si el ejecutado está personado.,"Debe de hacerse mediante los recursos ordinarios en todo caso.

RESERVA:"
6,"146.- Si lo embargado en ejecución de la sentencia dictada en el procedimiento por
delito leve es dinero, de conformidad con lo establecido en el artículo 621 de la Ley
1/2000, de Enjuiciamiento Civil: LEC. APREMIO. Art 621.1",Se ingresará en la cuenta de depósitos y consignaciones del Juzgado competente.,Se ingresará en la cuenta del Sr. Burgos Monasterio.,Se ingresará en la cuenta de la Sra. Sancho Montero.,"Se ingresará en la cuenta de depósitos y consignaciones de la Audiencia Provincial.

ESTRUCTURA 21

NUEVAS: 3 (2 NUEVAS Y 1 NUEVA PURA)
6 REPETIDAS DIFÍCILES

3 ERRORES

Delito leve: 14
Ejecución penal: 1

LEC
Actos comunicación: 3
Embargo: 2
Apremio: 1

© preparadordanieldortaegmail.com © Edanieldortajusticia º Daniel Dorta Justicia
5

ºÍº DANIEL DORTA

PREPARADOR DE OPOSICIONES

FALLABLES"
6,"125.- En el presente caso, ¿quién ha de realizar la citación al denunciante y al
denunciado para el acto del juicio? DELITO LEVE Art. 964.2 b) NUEVA",La Policía Judicial.,El Ministerio Fiscal.,El Juzgado de Primera Instancia e Instrucción N£ 1 de Mahón.,El Juzgado de lo Penal de Mahón.
6,"140.- Si al Sr. Burgos Monasterio, por el Juez de Instrucción, se le solicita que designe
un correo electrónico donde remitirle los actos de comunicación: DELITO LEVE. Art.
966 NUEVA",Está obligado a facilitarlo.,No está obligado a facilitarlo.,Las notificaciones le serán remitidas en cualquier caso por correo ordinario.,Las notificaciones le serán remitidas en cualquier caso por Lexnet.
6,"142.- En el presente caso y conforme a lo dispuesto en el artículo 969 de la Ley de
Enjuiciamiento Criminal, ¿quién hablará el último, una vez practicada la prueba en el
acto del juicio oral, en apoyo de su pretensión? DELITO LEVE Art. 969.1",El fiscal.,El Sr. Burgos Monasterio.,La Sra. Sancho Montero.,"El letrado de la defensa.

© preparadordanieldortaegmail.com © Edanieldortajusticia º Daniel Dorta Justicia
6"
7,"1.- ¿Qué libro de la Ley 1/2000, de 7 de enero, de Enjuiciamiento Civil, contiene la
normativa titulada “De la ejecución forzosa y de las medidas cautelares” que se
aplicaría al supuesto práctico?",Libro lI.,Libro III.,Libro 1V.,Libro V.
7,"2.- Cuando la acción ejecutiva esté fundada en sentencia, en resolución del tribunal o
del Letrado de la Administración de Justicia que apruebe una transacción judicial o un
acuerdo alcanzado en el proceso, en resolución arbitral o en acuerdo de mediación,
¿en qué plazo caducará esta acción si no se interpone la correspondiente demanda?
Art 518",Dentro de los dos años siguientes a la firmeza de la sentencia o resolución.,Dentro de los tres años siguientes a la firmeza de la sentencia o resolución.,Dentro de los cuatro años siguientes a la firmeza de la sentencia o resolución.,Dentro de los cinco años siguientes a la firmeza de la sentencia o resolución.
7,"4.- En relación con la ejecución provisional de resoluciones judiciales, solo procederá la
anotación preventiva de las sentencias no firmes cuando: Art. 524.4","Dispongan o permitan la inscripción o la cancelación de asientos en Registros
Públicos.",Tutelen derechos fundamentales,Condenen a emitir una declaración de voluntad.,En todos los casos anteriores.
7,"5.- Contra el auto que despache la ejecución provisional, ¿qué recurso se puede
interponer? Art. 527.4","No se dará recurso alguno, sin perjuicio de la oposición que pueda formular el
ejecutado.","Cabe recurso de reposición y, posteriormente, recurso de apelación.","Se dará recurso de apelación, que se tramitará y resolverá con carácter preferente.",Solo cabe recurso de reposición.
7,539.1,Sí.,"Sí, siempre que la cantidad por la que se despacha ejecución sea superior a 1.000
euros.","Sí, siempre que la cantidad por la que se despacha ejecución sea superior a 2.000
euros.","Sí, siempre que la cantidad por la que se despacha ejecución sea superior a 3.000
euros."
7,"7.- En el caso que de la deuda de uno de los clientes morosos de BANCO OCCIDENTE
S.A. deba responder la sociedad de gananciales de un matrimonio, ¿a quién se dirigirá
la demanda ejecutiva? Art. 541.2",Únicamente contra el cónyuge deudor.,Contra los dos integrantes de la sociedad de gananciales.,"Podrá dirigirse únicamente contra el cónyuge deudor, pero el embargo de bienes
gananciales habrá de notificarse al otro cónyuge, dándole traslado de la demanda
ejecutiva y del auto que despache ejecución a fin de que, dentro del plazo ordinario,
pueda oponerse a la ejecución.","Podrá dirigirse únicamente contra el cónyuge deudor, pero el embargo de bienes
gananciales habrá de notificarse al otro cónyuge, dándole traslado de la demanda
ejecutiva y del auto que despache ejecución a fin de que, dentro del plazo ordinario,
pueda solicitar la disolución de la sociedad conyugal.

© preparadordanieldortaegmail.com © Edanieldortajusticia º Daniel Dorta Justicia

PREPARADOR DE OPOSICIONES

ºÍº DANIEL DORTA"
7,"545.5 y 6, art 589 y 590 de la LEC","La que determine los bienes del ejecutado para responder del despacho de
ejecución.","La que decida sobre oposición a la ejecución definitiva basada en motivos
procesales o de fondo.","La que acuerde el requerimiento al ejecutado para que manifieste relación de bienes
y derechos suficientes para cubrir la cuantía de la ejecución.",La que acuerde la investigación judicial del patrimonio del ejecutado.
7,"10.-En este supuesto, ¿la oposición al despacho de ejecución tendría efecto suspensivo
sobre el curso de la ejecución hasta que se resuelva la misma? Art. 557.2","Sí, que acordará el Letrado de la Administración de Justicia mediante diligencia de
ordenación.","Sí, que acordará el Letrado de la Administración de Justicia mediante decreto.","Sí, que acordará el Tribunal mediante auto.",No.
7,"11.- Según dispone el art. 575 de la Ley de Enjuiciamiento Civil, ¿cuáles serían los
conceptos que determinan la cantidad que se reclama en las demandas ejecutivas por
CARRASCO 8: SOTOGRANDE y por la que se despachan ejecución?: Art. 575.1","El principal incrementada por la previsión de los intereses que se generen durante la
ejecución y las costas de ésta.","El principal incrementada por la previsión de los intereses ordinarios vencidos y las
costas de ejecución.","El principal incrementada por la previsión de los intereses moratorios vencidos y las
costas de la ejecución.","El principal e intereses ordinarios y moratorios vencidos, incrementada por la que
se prevea para hacer frente a los intereses de la ejecución y a las costas de ésta.

© preparadordanieldortaegmail.com © Edanieldortajusticia º Daniel Dorta Justicia"
7,"12.- De los conceptos de la pregunta anterior, ¿cuáles se fijarán provisionalmente y no
podrá superar el treinta por ciento de la que se reclame en la demanda ejecutiva, sin
perjuicio de la posterior liquidación? Art. 575.1",Los intereses ordinarios y moratorios vencidos.,Los intereses moratorios vencidos y las costas de ejecución.,Los intereses ordinarios vencidos y las costas.,Los intereses que puedan devengarse durante la ejecución y las costas de ésta.
7,"13.- En la ejecución dineraria, según dispone el artículo 580 de la Ley de Enjuiciamiento
Civil, ¿en qué caso de los siguientes será necesario requerir de pago a los ejecutados
para proceder al embargo de sus bienes?: Art. 580","En las demandas ejecutivas por títulos al portador o nominativos, legítimamente
emitidos, que representen obligaciones vencidas.",En las resoluciones del Letrado de la administración de justicia.,En las resoluciones judiciales o arbitrales.,"En los acuerdos de mediación que obliguen a entregar cantidades determinadas de
dinero."
7,"14.- En los casos en que procede el requerimiento de pago al ejecutado, ¿qué
conceptos se incluyen en ese requerimiento, según dispone el artículo 581 de la Ley de
Enjuiciamiento Civil? Art. 581.1","El principal e intereses devengados hasta la fecha de la resolución despachando
ejecución.","El principal e intereses devengados, en su caso, hasta la fecha de la demanda.","El principal e intereses devengados, en su cado, hasta la resolución despachando
ejecución y las costas.","El principal e intereses devengados, en su caso, hasta la fecha de la demanda y las
costas."
7,"15.- En caso de que el tribunal competente decida embargar a uno de los clientes
morosos de BANCO OCCIDENTE S.A., según lo establecido en el art. 587 de la Ley de
Enjuiciamiento Civil, ¿desde qué momento se entenderá hecho el mismo?: Art. 587.1","Desde que se reseñe la descripción de un bien en el acta de la diligencia de
embargo, aunque no se hayan adoptado aún medidas de garantía o publicidad de la
traba.","Desde que se reseñe la descripción de un bien en el acta de la diligencia de
embargo, si se han adoptado medidas de garantía o publicidad de la traba.","Desde que se reseñe la descripción de un bien en el acta de la diligencia de embargo
y se dicte decreto por el Letrado de la administración de justicia.","Desde que se reseñe la descripción de un bien en el acta de la diligencia de embargo
y con el visto bueno del Letrado de la administración de justicia.

© preparadordanieldortaegmail.com © Edanieldortajusticia º Daniel Dorta Justicia"
